,CWE_CLASS,CLEAN_DESCRIPTION
763,1,multiple php remote file inclusion vulnerabilities paristemi earlier allow remote attackers execute arbitrary php code url parameter unspecified scripts different vector note provenance information unknown details obtained solely party information
765,1,multiple php remote file inclusion vulnerabilities pgmreloaded earlier allow remote attackers execute arbitrary php code url lang parameter parameters b parameter c
766,1,php remote file inclusion vulnerability admin azucar cms allows remote attackers execute arbitrary php code url view parameter
767,1,php remote file inclusion vulnerability inertianews beta allows remote attackers execute arbitrary php code url parameter
768,1,php remote file inclusion vulnerability inertianews beta earlier allows remote attackers execute arbitrary php code url parameter
770,1,php remote file inclusion vulnerability cwmvote allows remote attackers execute arbitrary php code url abs parameter
773,1,php remote file inclusion vulnerability cwmcounter earlier allows remote attackers execute arbitrary php code url path parameter
774,1,php remote file inclusion vulnerability paristemi allows remote attackers execute arbitrary php code url parameter different vector
775,1,multiple php remote file inclusion vulnerabilities phpprofiles earlier allow remote attackers execute arbitrary php code url menu parameter include include url incpath parameter different vectors note provenance information unknown details obtained solely party information
778,1,php remote file inclusion vulnerability newxooper earlier allows remote attackers execute arbitrary php code url chemin parameter note provenance information unknown details obtained solely party information
780,1,multiple php remote file inclusion vulnerabilities phpmymanga earlier allow remote attackers execute arbitrary php code url actionspage formpage parameter
787,1,unrestricted file upload vulnerability logahead unu allows remote attackers upload execute arbitrary php code unspecified vectors related plugins aka widged plugin different vulnerability note provenance information unknown details obtained solely party information
790,1,php remote file inclusion vulnerability addons docebo earlier enabled allows remote attackers execute arbitrary php code url parameter note issue resultant global overwrite vulnerability issue similar vectors different
